Identity,text,header,type_of_tweet,screen_and_username,num_followers,num_friends,num_retweets,tweet_language,rumour_identification,,,
1358,"#Poroshenko, mourning #CharlieHebdo victims while 1000s killed in #Donbass by #Ukraine forces.
#JeSuisWarCriminal http://t.co/H3lMztxIrW",charliehebdo,1,rui borges/homo_viator,1856,405,147,en,1,,,
1329,"@FT's Tony Barber describes #CharlieHebdo as ""editorially foolish"" and ""stupid""  http://t.co/dFan6rptkM http://t.co/cmiaUNA0eO",charliehebdo,1,Luke Baker/LukeReuters,13622,600,113,en,1,,,
5710,I love reading the #illridewithyou tweets from Australians in response to anti-Muslim hatred in the midst of #sydneysiege. Lovely humanity.,sydneysiege,1,Charles Clymer/cmclymer,19019,1904,409,en,1,,,
2150,Cigarettes on Staten Island. Cigars in #Ferguson. Are these seriously enough to take a life?,ferguson,1,Charles M. Blow/CharlesMBlow,112774,1096,246,en,0,,,
4530,"There is fear and uncertainty about what has happened in #Ottawa, but democracy will not be silenced. Stay safe, Ottawa. #cdnpoli",ottawashooting,1,Kathleen Wynne/Kathleen_Wynne,59572,1004,848,en,1,,,
2122,"#Breaking: The officer involved in the shooting of Michael Brown is named Darren Wilson, #Ferguson police chief says.",ferguson,1,Mashable/mashable,4261501,2771,108,en,0,,,
4673,"PM Modi condemns Sydney hostage crisis

http://t.co/Ihl4Dxc7Ub http://t.co/3odOw6yBp3",sydneysiege,1,Newsroompost.com/Newsroompostcom,6201,5558,324,en,0,,,
3981,Raptors hold a moment of silence to honour Cpl. Nathan Cirillo and all those affected by today's events in Ottawa. http://t.co/hqoIIvCRNj,ottawashooting,1,Toronto Raptors/Raptors,539802,15817,884,en,0,,,
1252,Follow the latest updates on the deadly shooting at the Paris offices of the satirical newspaper Charlie Hebdo http://t.co/LYnQ6zsmoS,charliehebdo,1,The New York Times/nytimes,14683262,961,206,en,1,,,
3278,"Reports: Crashed #Germanwings plane was carrying 148 people, including 142 passengers, two pilots and four flight attendants.",germanwings-crash,1,SPIEGEL English/SPIEGEL_English,131018,425,85,en,0,,,
3374,"BREAKING: A #Lufthansa #Germanwings Airbus jet carrying 148 people has crashed in southern #France, en route from #Barcelona to #Duesseldorf",germanwings-crash,1,Auskar Surbakti/AuskarSurbakti,14305,268,65,en,0,,,
2814,"Image of #Ferguson protester throwing tear gas back at police, wearing the American flag, is amazing. http://t.co/JXi1sibnGG @AntonioFrench",ferguson,1,David Harris-Gershon/David_EHG,4841,103,169,en,1,,,
4719,"162,000+ Muslims that call #Sydney home hoping for safe release of hostages. Then, they will brace themselves for backlash. #sydneysiege",sydneysiege,1,Khaled Bey/KhaledBeydoun,9896,570,130,en,0,,,
1848,"Snipers, helicopters turn French town Dammartin-en-Goele into warzone. Photo: Dominique Faget #AFP http://t.co/PnQiPlSWN0",charliehebdo,1,AFP Photo Department/AFPphoto,37127,242,125,en,1,,,
4858,"MORE: Police confirm 3 hostages escape Sydney cafe, unknown number remain inside http://t.co/pcAt91LIdS #Sydneysiege",sydneysiege,1,Fox News/FoxNews,4637065,382,117,en,0,,,
3037,This Cartoon Says It All: via @BennettCartoons via Chattanooga Times Free Press #Ferguson #UniteBlue #libcrib #KY http://t.co/A5XHpJPq75,ferguson,1,K Smith/Smith83K,7292,7898,766,en,1,,,
388,"BREAKING: Another shooting and hostage situation is reported in Paris, at least 2 dead http://t.co/Dysuh2lHH3",charliehebdo,1,People magazine/peoplemag,5921721,1335,117,en,0,,,
235,BREAKING: French police descend on town where gunmen resembling suspected #CharlieHebdo attackers hit gas station http://t.co/pEFLi4EjX0,charliehebdo,1,NBC News/NBCNews,2003147,2892,187,en,0,,,
1077,Post the caricatures in solidarity and respect for the heroes from the satiric magazine #CharlieHebdo http://t.co/Ts1qzQKGtV,charliehebdo,1,Freedomfighter/nein6,56,732,176,en,1,,,
1984,"Breathtaking. The cover of next week's New Yorker, by Ana Juan #JeSuisCharlie http://t.co/pQzGCnXXyM",charliehebdo,1,Eoin Ó Cathasaigh/cossig,370,466,117,en,1,,,
4363,Thoughts and prayers for everyone in Ottawa #staystrong #PrayForOttawa,ottawashooting,1,Marie-Philip Poulin/pou29,21349,675,126,en,1,,,
3962,Senior U.S. official: Canadian government has informed U.S. that one shooter is dead in Ottawa. Live blog: http://t.co/q98AMohu7T,ottawashooting,1,CNN Breaking News/cnnbrk,20006387,112,407,en,0,,,
770,Nova Scotia CAN Halifax → http://t.co/OVRzKZxJpq » UPDATE » 442 Charlie Hebdo  Charlie Hebdo Paris shooting: 12 dead after gunmen storm sat…,charliehebdo,1,Mary Smith/smitharyy,8739,2497,164,en,1,,,
2165,Sooooooo Chief of #Ferguson lied and said that an ambulance was on the scene? #OpFerguson @OpFerguson @YourAnonNews http://t.co/1XX6A5Mt9x,ferguson,1,Anonymous User  /Skrill_Dilly,20589,15807,495,en,0,,,
4533,BREAKING: Four Blackwater guards convicted of voluntary manslaughter in 2007 Baghdad shooting http://t.co/hR7xe18RJ2,ottawashooting,1,RT America/RT_America,176794,600,117,en,1,,,
673,"Still amazed by Uderzo's tributes to #CharlieHebdo. He's 87, but style, line, attitude unchanged. #InimitableGaul http://t.co/gerLPc0x3u",charliehebdo,1,Mihir Sharma/mihirssharma,31037,996,214,en,1,,,
249,"Industrial zone in Dammartin-en-Goël, near Paris, scene of hostage taking and manhunt. More: http://t.co/8zhiaZAshc http://t.co/zCpXy3EN1P",charliehebdo,1,Wall Street Journal/WSJ,5585214,976,166,en,0,,,
1574,"The famous French cartoonist, Charb assassinated in #Paris, wrote recently about  #Kurds .#CharlieHebdo http://t.co/4Z39KoUYy8",charliehebdo,1,Dilba kurd/DilbaKurd,2833,638,131,en,1,,,
3419,"ALERT Photo: Germanwings crash plane 'lost signal at 6,800 feet,' flight radar shows - @itvnews http://t.co/m358Qc2Na1",germanwings-crash,1,AirLive.net/airlivenet,57125,382,53,en,0,,,
2081,Just did a google map search. There are 2 Quick Trips in #Ferguson and they are on opposite ends of the town. Did #MikeBrown teleport?,ferguson,1,Dreadlock Diplomacy/DreadlockDipset,1624,988,149,en,0,,,
1823,Why it's Charlie Hebdo's right to draw Muhammad http://t.co/GlF9dgwFS0 http://t.co/YRxTwsNu5q,charliehebdo,1,The Independent/Independent,968007,1764,194,en,1,,,
5366,"There's been movement at the cafe, the gunman moving a hostage past the window, two more hostages change positions. Not much sleep in there",sydneysiege,1,Chris Reason/ChrisReason7,21386,382,311,en,1,,,
5549,"Much love to everyone tweeting #illridewithyou.

Solidarity. 

#TeamHumanity 

Australia at its best. #sydneysiege http://t.co/JeSipaebUX",sydneysiege,1,Kon Karapanagiotidis/Kon__K,10598,2118,143,en,1,,,
4544,#BREAKING: PMO says PM Harper is safe and has left Parliament Hill,ottawashooting,1,CTV News/CTVNews,173245,339,179,en,1,,,
716,DEVELOPING: Terrorists take hostages in two different #Paris locations. http://t.co/EBbK7ny8Cx,charliehebdo,1,Fox News/FoxNews,4734742,381,238,en,1,,,
5168,Police have asked media outlets not to reveal the demands the hostage taker has made. #SydneySiege,sydneysiege,1,smh.com.au/smh,306901,1767,333,en,1,,,
5415,I hope everyone is okay in Sydney and nothing bad happens from this hostage situation,sydneysiege,1,Marcus Butler/MarcusButler,1814450,381,1966,en,1,,,
2048,Here’s a gallery of some of the more famous covers by #CharlieHebdo that got people riled up http://t.co/d6w7HYe1fg,charliehebdo,1,William O'Connor/williamoconnor5,779,329,130,en,1,,,
4178,"Parliament caucus room barricaded with chairs, via @grahamctv. http://t.co/cJqhgWHa38 #ottawa",ottawashooting,1,Andy Carvin/acarvin,103844,2021,329,en,1,,,
4809,#BREAKING: unconfirmed reports contact has been made to a Sydney radio station. @campricenews #martinplace http://t.co/M2NCTHb9AZ,sydneysiege,1,Sky News Australia/SkyNewsAust,150363,84766,127,en,0,,,
2724,"Follow @MichaelSkolnik NOW if you want to follow the story about #MikeBrown, the unarmed teenager who was killed by the #Ferguson police.",ferguson,1,Russell Simmons/UncleRUSH,3242737,710,223,en,1,,,
5239,Sydney siege ongoing, PM says unclear if politically motivated. Our latest update http://t.co/CxIEFULgYv #sydneysiege http://t.co/VQknQJlgLT,sydneysiege,1,AJE News/AJENews,689927,359,274,en,1,,
1460,'Journalism is printing what someone else does not want printed: everything else is public relations' - Orwell #JeSuisCharlie,charliehebdo,1,Rupert Myers/RupertMyers,10229,1955,398,en,1,,,
1668,"#CharlieHebdo-an equal opportunity satirical mag in the grand tradition of #France.
Long may that tradition continue!
#FreedomOfSpeech",charliehebdo,1,Bonnie Greer/Bonn1eGreer,25838,8468,109,en,1,,,
2756,Slain teen had notched a hard-fought victory: A diploma http://t.co/VNpRHaxFh6 #Ferguson #MichaelBrown,ferguson,1,Antonio French/AntonioFrench,106548,1041,126,en,1,,,
2000,Cowardly attack on Charlie Hebdo's offices. The humourless fanatics can fuck off. Freedom of speech is more important than your feelings.,charliehebdo,1,Karl Sharro/KarlreMarks,40144,857,574,en,1,,,
4571,“Stay safe Ottawa” is a phrase that need never be uttered in a just world.,ottawashooting,1,God/TheTweetOfGod,1625639,1,2054,en,1,,,
4613,"Sydney cafe siege: Two gunmen and up to a dozen hostages inside the cafe under siege in Martin Place, Sydney. ISIS flags remain in display.",sydneysiege,1,7News Yahoo!7 /Y7News,88144,3828,132,en,0,,,
404,"Reports gunmen shouted ""Allahu Akbar"" &amp; ""the prophet was avenged"". If we don't share these, they win. #JeSuisCharlie http://t.co/0ykqcFmUJ7",charliehebdo,1,Lucy Wainwright/Whoozley,11434,325,155,en,0,,,
384,“@LePoint: #CharlieHebdo : “The cartoonists Charb &amp, cabu are dead.” http://t.co/7USD83cQd2 http://t.co/WGHbLiLFoX”,charliehebdo,1,Mark Colvin/Colvinius,61134,2588,309,en,0,,
5207,Why a hostage situation is neither the time nor place for selfies. #sydneysiege http://t.co/HuAR1JBrp2 http://t.co/UXnJUuSABn,sydneysiege,1,The Independent/Independent,937779,1766,124,en,1,,,
2152,"Before his death #MikeBrown told his mother, ""The world will know who #MichaelBrown is!"" #Ferguson",ferguson,1,Bridjes O'Neil/BridjesONeil,1075,756,131,en,0,,,
1633,The best &amp, most moving tributes to #CharlieHebdo: http://t.co/F5Z7RhsZ19 #JeSuisCharlie http://t.co/ORkqhJG23K,charliehebdo,1,MTV UK/MTVUK,1406031,11437,793,en,1,,
5482,"Latest footage from #sydneysiege shows security forces throwing objects into the cafe http://t.co/HdTPHSMjUQ
https://t.co/2pu3pWqHhz",sydneysiege,1,ITV News/itvnews,523140,1161,101,en,1,,,
4784,"Hostages held in Sydney cafe, Islamic flag seen in window: local TV http://t.co/QH867oTxhb",sydneysiege,1,Reuters Top News/Reuters,5638289,1043,303,en,0,,,
3925,BREAKING: Ottawa police say they believe there is more than one shooter.,ottawashooting,1,The Associated Press/AP,4222062,7366,457,en,0,,,
4158,Snipers now on top of Ottawa's National Art Gallery after gunfire at parliament http://t.co/bEFu7HisyW (@dmatthewmillar pic),ottawashooting,1,PzFeed Top News/PzFeed,197884,502,181,en,0,,,
4948,"#Sydneysiege latest -- Police say no direct contact with gunman, precise number of hostages not known http://t.co/pcAt91LIdS",sydneysiege,1,Fox News/FoxNews,4636701,382,179,en,0,,,
223,The area northeast of Paris where shots were fired in the manhunt for Charlie Hebdo attackers http://t.co/0W4gaarWcf http://t.co/4ejWR9SMM4,charliehebdo,1,Wall Street Journal/WSJ,5585076,976,129,en,0,,,
2193,White man aiming down on police...nothing happens. Unarmed black kid walking back from store shot 10 times. #Ferguson http://t.co/48EcUF2Bwa,ferguson,1,3ChicsPolitico/3ChicsPolitico,2608,737,767,en,0,,,
3136,"America doesn't think we're human, the world doesn't think we're human, and cops don't get punished for killing us for no reason. #ferguson",ferguson,1,GDLewis/LewisGD,853,1896,119,en,1,,,
4469,"Anyone with tips regarding the shooting incidents, or those looking to report suspicious activity, can call 613-236-1222 x5493 or call 9-1-1",ottawashooting,1,Ottawa Police/OttawaPolice,33771,808,821,en,1,,,
1824,Amidst 100s gathered as close to #CharlieHebdo office as we can get… France observes silence… Notre Dame bells ring http://t.co/RbTC6Si5Hy,charliehebdo,1,Christiane Amanpour/camanpour,1212443,115,354,en,1,,,
5326,"Disgusted by any media coverage of the #SydneySiege? Protest it by not clicking, not buying, not engaging with irresponsible journalism.",sydneysiege,1,Zan Rowe/zanrowe,23996,737,419,en,1,,,
4972,Sydney siege: hostages held inside Martin Place cafe – live updates http://t.co/Zrnli5FXN6,sydneysiege,1,The Guardian/guardian,2997111,1081,322,en,0,,,
797,If true that the #CharlieHebdo magazine attackers met their fates at a printing shop... well... then the rest of this tweet writes itself.,charliehebdo,1,Brian Stelter/brianstelter,259410,3902,1430,en,1,,,
2871,#PCKeeper #Kiev office would like to express our #Solidarity with #Ferguson . We know #PoliceBrutality #euromaidan http://t.co/INMT0JHMFS,ferguson,1,PCKeeper/PCKeeper,1050,12,224,en,1,,,
9,"French President Hollande condemns ""barbaric act"" after #CharlieHebdo gun attack kills 11 http://t.co/keuR4WvpHu http://t.co/vyuRvukz1N",charliehebdo,1,BBC Breaking News/BBCBreaking,12906502,3,1829,en,0,,,
1944,.@mrjamesob gave a masterclass in dealing with people who demand an apology from Muslims for #CharlieHebdo attack http://t.co/4y9oBXtwvf,charliehebdo,1,LBC/LBC,90369,870,329,en,1,,,
1838,Charlie Hebdo's Last Tweet Spoofed ISIS Leader Al-Baghdadi http://t.co/Nws6tV4t2t http://t.co/93mIsObDCf,charliehebdo,1,Mediaite/Mediaite,91129,1855,191,en,1,,,
4804,BREAKING: More Than a Dozen Hostages Held in Cafe in Sydney, Arabic Flag Placed in Window http://t.co/OkS1edZqiE,sydneysiege,1,Complex /ComplexMag,535084,36845,214,en,0,,
255,"Police have surrounded the area where the #CharlieHebdo attack suspects are believed to be: http://t.co/3tGXEIX4F2
https://t.co/aBSezf2QWS",charliehebdo,1,CNN/CNN,15405096,1038,684,en,0,,,
4485,"The thoughts and prayers of #Toronto are with #Ottawa right now, and with the families of those affected by these attacks",ottawashooting,1,Mayor Rob Ford/TOMayorFord,178183,1864,254,en,1,,,
5223,Heartfelt thoughts with the hostages of the #SydneySiege &amp, their families.,sydneysiege,1,Chaker Khazaal/ChakerKhazaal,257070,70,335,en,1,,
1581,What we know about the gunmen in the #CharlieHebdo attack: http://t.co/z4xLMmeDl5 (Pic: Gelbard/AFP/Getty) http://t.co/KKtg9fGeba,charliehebdo,1,The Telegraph/Telegraph,775224,264,154,en,1,,,
2956,"No matter what COLOR you are...the murder by cop in #Ferguson is WRONG.  Let's stand together, do NOT let them divide us.",ferguson,1,Corrupt Frisco Cops/corruptcopsTX,2049,2085,137,en,1,,,
924,"Google is donating nearly $300,000 to Charlie Hebdo http://t.co/t9c80aSkhL http://t.co/qWqHwnPtAX",charliehebdo,1,TNW at #CES2015/TheNextWeb,1342547,1163,123,en,1,,,
5669,"Muslim community reacts with 'horror, aversion' to #SydneySiege, @Mo_Taha1 reports http://t.co/jatWWRoEHO http://t.co/eNQ8BC7tgl",sydneysiege,1,ABC News/abcnews,490157,1063,221,en,1,,,
2508,I'll be on @cnn with @wolfblitzer in about 15 mins discussing #Ferguson #JusticeForMikeBrown and #PeaceInFerguson. Tune in.,ferguson,1,Antonio French/AntonioFrench,100384,1031,279,en,1,,,
5024,"Uber backtracks, offers free rides after prices were gouged for people fleeing from Sydney hostage drama: http://t.co/cSIT4JaCjk",sydneysiege,1,The Associated Press/AP,4449680,7357,168,en,0,,,
3775,BREAKING NEWS: Soldier shot at National War Memorial in Ottawa http://t.co/pp6hcfWcRw,ottawashooting,1,CBC News/CBCNews,639325,1939,271,en,0,,,
4835,#sydneysiege: At least four people believed to have been injured after multiple shots fired. http://t.co/IxPuyIrNy2 http://t.co/6sGsUZ8QG5,sydneysiege,1,Sky News/SkyNews,1731194,17,332,en,0,,,
4136,Gun fire exchange in Parliament Hill building #Ottawa #parliament #shooting #Canada #BeSafeOttawa -https://t.co/9RDjNvVkJW via @martinvass2,ottawashooting,1,Martin Vass/MartinVass2,7756,161,635,en,0,,,
4964,Sickening. Stay Safe Sydney. Praying hard for all the hostages inside x,sydneysiege,1,Phoebe Tonkin/1PhoebeJTonkin,652026,372,796,en,0,,,
2779,Look at this RT @grasswire: State Senator asks the #Ferguson police chief if she's going to be gassed again. http://t.co/w0iTWrD6w6,ferguson,1,Motherfather/SoloExMachina,6060,1161,126,en,1,,,
539,Charlie Hebdo will publish one million copies next week with help from Google http://t.co/e1TKBbVpwl http://t.co/1ThluwbhVq,charliehebdo,1,The Verge/verge,732374,119,430,en,1,,,
2745,"Right now in #Ferguson, MO following the killing of 17-year-old #MikeBrown http://t.co/caqdthrkq0",ferguson,1,Antonio French/AntonioFrench,102681,1031,1698,en,1,,,
5213,BREAKING NEWS UPDATE: Police storm Sydney café to end hostage-taking http://t.co/8f1AQOT6dg #SydneySiege http://t.co/WnCbG1QwRb,sydneysiege,1,CBC News/CBCNews,736966,2145,181,en,1,,,
5294,"Odds are if your hating on #Muslims b/c of #MartinPlace #sydneysiege you were already bigoted douchebag.  

Now just add ""opportunistic"" one",sydneysiege,1,Kon Karapanagiotidis/Kon__K,10606,2118,105,en,1,,,
1145,"""I do not agree with what you have to say, but I'll defend to the death your right to say it."" - Voltaire #CharlieHebdo",charliehebdo,1,Charles M. Blow/CharlesMBlow,119179,1175,115,en,1,,,
5127,This is the world we now live in. Literally metres from the Cafe with phones &amp, cameras out. #sydneysiege http://t.co/85jOElPlMq,sydneysiege,1,Badseed/MegaBadseed,501,479,181,en,1,,
4468,Hearts and prayers go out to everyone affected by the shootings in Ottawa today.,ottawashooting,1,Tim Hicks/timhicksmusic,20886,7470,126,en,1,,,
667,Please Retweet - to show your support for #FreedomOfSpeech ! #ParisShooting #RedNationRising #RIP #CharlieHebdo http://t.co/QZw0kjw7C2,charliehebdo,1,Jonas Christensen/JonasChr88,16600,15725,215,en,1,,,
3019,Slow parade of cars and walkers leaving #Ferguson tonight. Peacefully. ✌️ http://t.co/FL5TKqmDW8,ferguson,1,Antonio French/AntonioFrench,100733,1031,455,en,1,,,
357,#CharlieHebdo gunmen fled in stolen car after 'mass shoot-out' with police officers http://t.co/eocvQn42Hg http://t.co/545ooj5xMM,charliehebdo,1,Daily Mail Online/MailOnline,818615,2355,144,en,0,,,
5063,"BREAKING: Three Sydney hostages flee cafe, Australian TV networks report http://t.co/gZ5EXZIrwa",sydneysiege,1,NBC News/NBCNews,1955688,2894,159,en,0,,,
2831,Press conference is over.  Important to note: NO mention of #MikeBrown stealing ANYTHING from ANY store.  #Ferguson http://t.co/CnX88sZEwY,ferguson,1,Michael Skolnik/MichaelSkolnik,133407,125,1473,en,1,,,
2783,Palestinians in #Gaza/West Bank have been showing support for #Ferguson. Even offering tips on dealing with teargas. http://t.co/Gc6ykBMU1l,ferguson,1,Jack Moore/JFXM,11396,3458,413,en,1,,,
1353,"A while ago, I Tweeted this #CharlieHebdo cover mocking the British. I don't remember anyone threatening violence. http://t.co/28Z2jmTV5I",charliehebdo,1,Daniel Hannan/DanHannanMEP,50877,500,147,en,1,,,
5131,You only look like a fuck wit when you make up stories relating to the #sydneysiege - Unless you read it from the police - don't believe it,sydneysiege,1,Smallzy/Smallzy,142069,463,201,en,1,,,
470,From Paris to #Peshawar: Answer with #HumanRights. http://t.co/mXGHOTro2L #CharlieHebdo,charliehebdo,1,AmnestyInternational/amnesty,1301483,6591,107,en,1,,,
2703,"If the founding fathers had wanted people to have freedom of assembly, they'd have put something about it in the bill of rights. #Ferguson",ferguson,1,matt blaze/mattblaze,10847,383,415,en,1,,,
3330,Update - AFP: Aviation official says #Germanwings crew did not send a distress signal,germanwings-crash,1,Sky News Newsdesk/SkyNewsBreak,1452091,6,64,en,0,,,
3637,Weather deteriorating for #GermanWings #4U9525 search &amp, rescue operation with snow above 1500m in S French Alps. CF http://t.co/Uf8e1M0otE,germanwings-crash,1,BBC Weather/bbcweather,197289,10,158,en,1,,
1396,Why there's tension between France and its Muslim population http://t.co/FVPFa8TQXf #CharlieHebdo,charliehebdo,1,TIME.com/TIME,6734054,776,101,en,1,,,
3584,I'm horrified at the anti-Catalan and anti-German tweets coming from Spanish trolls on Twitter. I will not RT them. #Shame #GermanWings,germanwings-crash,1,Liz Castro/lizcastro,12605,3127,266,en,1,,,
5201,OMG really @USATODAY?? and we wonder why the world thinks americans are morons. #sydneysiege http://t.co/G66w5vittl,sydneysiege,1,Katie/ktsummer,4723,107,101,en,1,,,
3376,"Germanwings plane crashes in France, up to 150 feared dead http://t.co/n44I07mnoh",germanwings-crash,1,Reuters Top News/Reuters,6446943,1053,383,en,0,,,
1256,Masked gunmen pictured near #CharlieHebdo offices http://t.co/Zvfj25EnEc http://t.co/qTWhoLqICk,charliehebdo,1,Daily Mail Online/MailOnline,818667,2355,127,en,1,,,
3512,The reasons why they haven't yet released the names of the pilots of the Germanwings plane suddenly seem so clear.,germanwings-crash,1,Ken Gardner/kesgardner,32044,553,37,en,1,,,
1250,"Today, as journalists ""bravely"" voice support for #CharlieHebdo, ask them for their piece calling on Yale to publish the Muhammad cartoons.",charliehebdo,1,Will Antonin/Will_Antonin,7610,329,138,en,1,,,
5571,My thoughts are with all the Muslim Australians having to deal with the Islamaphobia around the #sydneysiege promoted by media etc,sydneysiege,1,Sister Jules /missyjack,1211,310,132,en,1,,,
4298,My thoughts go to those impacted by today's senseless attacks in Ottawa. #ProudlyCanadian #ProudlyFree #WeStandOnGuardForThee,ottawashooting,1,- W. Brett Wilson -/WBrettWilson,116390,1462,201,en,1,,,
3284,Germanwings flight #4U9525 crashes in French Alps: plane was at low altitude when 'mayday' call received - live http://t.co/zViQibyimM,germanwings-crash,1,The Guardian /guardian,3404375,1084,109,en,0,,,
2933,"Journalists being arrested in #Ferguson. This aggression will not stand, man RT @jonswaine: Just saw two reporters in ferguson cuffed",ferguson,1,Anonymous/YourAnonNews,1296053,863,703,en,1,,,
4175,"BREAKING: Police: Shooting incident reported near Canadian Parliament.

Spokesperson: Prime Minister Harper ""is safe"" - @WorldNews",ottawashooting,1,ABC News/ABC,3631003,860,149,en,1,,,
4910,DETAILS: The hostage site is Lindt Chocolat Cafe near #Sydney Harbor http://t.co/1ZlzKDjvSf http://t.co/7u8EFUwCey,sydneysiege,1,RT/RT_com,824505,460,109,en,0,,,
1852,Two hostage situations underway simultaneously in #Paris. Latest on our live blog: http://t.co/7N7uvClhWY http://t.co/N5Vu6ygqxM,charliehebdo,1,The Telegraph/Telegraph,779835,264,172,en,1,,,
5428,Praying for Sydney. Also thank heavens for streaming foreign networks because American media is completely MIA.,sydneysiege,1,Dana Loesch/DLoesch,249387,3576,328,en,1,,,
5646,"Meanwhile, in the Sydney CBD extremist lunatics hellbent on the destruction of modern Australia released a 2pm edition of their newspaper.",sydneysiege,1,What Even Is A/drunkenmadman,2597,2723,209,en,1,,,
2105,"the police version is also that #MikeBrown approached the officer. But if he had JUST robbed a store, why approach police?? #Ferguson",ferguson,1,Dreadlock Diplomacy/DreadlockDipset,1624,988,215,en,0,,,
133,French media report the Trocadero near the Eiffel Tower in #Paris has been evacuated and police have been deployed there,charliehebdo,1,Sky News Newsdesk/SkyNewsBreak,1379688,6,549,en,0,,,
5029,"#Religion Of COWARDS-&gt;Hostages Forced Display Islamic Flag, Women Used AsShields http://t.co/VTKaSgZXv1 #sydneysiege http://t.co/Pn6268vCwd",sydneysiege,1,Amy Mek/AmyMek,26719,10597,105,en,0,,,
928,BREAKING: Gunfire and new explosions heard at the site of hostage-taking in eastern Paris: Reuters reporter http://t.co/3B69JzccUW,charliehebdo,1,Reuters Top News/Reuters,5832191,1046,280,en,1,,,
823,Charlie Hebdo offended religious sensibilities? So did the Nigerian schoolgirls daring to go to school.,charliehebdo,1,Nelson Jones/Heresy_Corner,4143,414,101,en,1,,,
5264,People are actually taking selfies on the site of the #sydneysiege http://t.co/DebSinfhyH http://t.co/ymxhuTDPPq,sydneysiege,1,The Independent/Independent,937883,1766,102,en,1,,,
1531,"Charlie Hebdo’s editor:  ""When activists need a pretext to justify their violence, they always find it.”  #CharlieHebdo",charliehebdo,1,Stephen Mangan/StephenMangan,270838,601,167,en,1,,,
1214,"What 14 British Muslims think about the Charlie Hebdo attack
http://t.co/LDERW9d1LN http://t.co/KiT0OduVsC",charliehebdo,1,BuzzFeed UK/BuzzFeedUK,91516,849,226,en,1,,,
504,"Charlie Hebdo: Now is the time to uphold freedoms, not give in to fear, says @simonjenkins4 http://t.co/xWiDzJ5Poa",charliehebdo,1,The Guardian/guardian,3082551,1083,237,en,1,,,
4285,"Police asking you not tweet abt, retweet, or otherwise report police locations &amp; activity in #Ottawa. Help them do jobs safely. Please.",ottawashooting,1,Jennifer Dawson/DawsonOakes,1057,953,152,en,1,,,
1996,"As tribute to the victims &amp; statement to the world.
 
#JeSuisCharlie http://t.co/TJLbOGPTT4",charliehebdo,1,Marcel Kittel/marcelkittel,123355,228,128,en,1,,,
3072,Ten Things White People Can Do About #Ferguson Besides Tweet http://t.co/T3B5iQiibZ,ferguson,1,N. K. Jemisin/nkjemisin,10170,362,108,en,1,,,
1958,"If this cartoon is why #CharlieHebdo staff have been shot at, all publications should show solidarity and republish http://t.co/LGuUi7dj1u",charliehebdo,1,John Sargeant/JPSargeant78,2292,1559,493,en,1,,,
1384,Headquarters of @welt and @BILD in Berlin. #JeSuisCharlie http://t.co/ZsxHuTxcMj,charliehebdo,1,Charles Hawley/charles_hawley,2244,598,113,en,1,,,
894,"In the wake of #CharlieHebdo attack, let's not sacrifice even more rights https://t.co/DZoVYASb9V",charliehebdo,1,EFF/EFF,244732,867,222,en,1,,,
4924,Sydney siege: hostages in Australian cafe forced to hold black and white Islamic flag to windows http://t.co/7Xz4S0xgoN #sydneysiege,sydneysiege,1,The Guardian/guardian,2996400,1081,180,en,0,,,
455,"Paris Murder Suspects Cornered with Hostage
http://t.co/yzHJi4Hw54",charliehebdo,1,TIME.com/TIME,6716455,776,101,en,0,,,
5374,Dont you dare blame zayn for whatever is happening is sydney. 'terrorist' is not just a word you can throw around like this. Grow up.,sydneysiege,1,harry styles ପଓ･ﾟ/birdcagedharold,71290,18597,108,en,1,,,
3709,CBC News Ottawa has independently confirmed that the gunman who was shot and killed is Michael Zehaf-Bibeau. #cbcOTT #OTTnews,ottawashooting,1,CBC Ottawa/CBCOttawa,66627,296,129,en,0,,,
5349,"Sydney hostage situation.

LIVE VIDEO: http://t.co/JRybQXm28D - via @9NewsAUS

UPDATES: http://t.co/WG6ulBWWGf http://t.co/z4jNu8qYeH",sydneysiege,1,ABC News/ABC,3775939,860,157,en,1,,,
4849,"Islamists are holding people hostage in a cafe in Sydney, Australia. Meanwhile, we wet our pants over pouring water on a terrorist’s face.",sydneysiege,1,Ken Gardner/kesgardner,30964,739,164,en,0,,,
4748,"BREAKING: Hostages taken in central #Sydney café, jihadist flag held against window http://t.co/7hJUmKz1eY http://t.co/TeK7ZjFHm6",sydneysiege,1,RT/RT_com,824420,460,814,en,0,,,
4268,Security bulletin from Parliament Hill: #ottawa http://t.co/79DHcPi530,ottawashooting,1,Laura Stone/l_stone,6199,2582,131,en,1,,,
3522,Family and Friends of flight #4U9525 will be in my prayers. May God take care.,germanwings-crash,1,T-ZON/TZON57,102630,58,310,en,1,,,
4134,"Police confirm multiple suspects involved in shooting incident at Ottawa War Memorial - @VassyKapelos, @amyminsky http://t.co/aF9HyT9BgX",ottawashooting,1,Breaking News/BreakingNews,6999809,501,281,en,0,,,
3602,Germanwings flight #4U9525 from Barcelona to Dusseldorf has crashed in southern France: http://t.co/0CsH1Me9E8 #9News http://t.co/iGnR19xh4Q,germanwings-crash,1,Nine News Australia/9NewsAUS,179902,1162,39,en,1,,,
